TradeID,Timestamp,Action,Direction,Entry,SL,TP,RiskPoints,RewardPoints,RR,Bar,StructureID,Status,ExitReason,ExitBar,ExitPrice,PnLPoints,PnLDollars
T0001,2025-10-26 14:46:14,REGISTERED,SELL,6505,75,6514,70,6448,75,8,95,57,00,6,37,2889,56f38728-d055-4b28-943e-ab2d423c5b4f,PENDING,,-,-,-,-
T0001,2025-10-26 14:46:14,CANCELLED,SELL,6505,75,-,-,-,-,-,2890,-,CANCELLED,BOS contradictorio,-,-,-,-
T0002,2025-10-26 14:46:14,REGISTERED,SELL,6523,09,6526,09,6520,09,3,00,3,00,1,00,2942,09231b51-3747-427a-abd6-3838e6e4958b,PENDING,,-,-,-,-
T0002,2025-10-26 14:46:14,CANCELLED,SELL,6523,09,-,-,-,-,-,2943,-,CANCELLED,BOS contradictorio,-,-,-,-
T0003,2025-10-26 14:46:14,REGISTERED,SELL,6526,71,6529,71,6523,71,3,00,3,00,1,00,2947,cdac328a-35e5-4de3-be2f-95683781c4b5,PENDING,,-,-,-,-
T0003,2025-10-26 14:46:14,CANCELLED,SELL,6526,71,-,-,-,-,-,2948,-,CANCELLED,BOS contradictorio,-,-,-,-
T0004,2025-10-26 14:46:14,REGISTERED,SELL,6533,50,6536,50,6519,75,3,00,13,75,4,58,2954,6d2ad301-0f78-4ec3-b6c0-e9fce33ead34,PENDING,,-,-,-,-
T0004,2025-10-26 14:46:14,CANCELLED,SELL,6533,50,-,-,-,-,-,2955,-,CANCELLED,BOS contradictorio,-,-,-,-
T0005,2025-10-26 14:46:14,REGISTERED,SELL,6541,00,6544,00,6538,00,3,00,3,00,1,00,2957,79070110-18a2-4dd1-a50d-062d281d0498,PENDING,,-,-,-,-
T0005,2025-10-26 14:46:14,CANCELLED,SELL,6541,00,-,-,-,-,-,2958,-,CANCELLED,BOS contradictorio,-,-,-,-
T0006,2025-10-26 14:46:14,REGISTERED,SELL,6543,75,6546,75,6519,75,3,00,24,00,8,00,2972,d5a1cfe8-ec7a-47c1-aa84-b3c468173630,PENDING,,-,-,-,-
T0006,2025-10-26 14:46:14,CANCELLED,SELL,6543,75,-,-,-,-,-,2973,-,CANCELLED,BOS contradictorio,-,-,-,-
T0007,2025-10-26 14:46:14,REGISTERED,SELL,6552,75,6555,75,6536,00,3,00,16,75,5,58,2976,c81c1de6-0bc4-4388-b097-8c2e3f268252,PENDING,,-,-,-,-
T0007,2025-10-26 14:46:14,CANCELLED,SELL,6552,75,-,-,-,-,-,2977,-,CANCELLED,BOS contradictorio,-,-,-,-
T0008,2025-10-26 14:46:14,REGISTERED,SELL,6525,50,6528,50,6519,75,3,00,5,75,1,92,2981,cdac328a-35e5-4de3-be2f-95683781c4b5,PENDING,,-,-,-,-
T0008,2025-10-26 14:46:14,EXPIRED,SELL,6525,50,-,-,-,-,-,2982,-,EXPIRED,score decayó a 0,33,-,-,-,-
T0009,2025-10-26 14:46:14,REGISTERED,SELL,6553,00,6559,45,6546,55,6,45,6,45,1,00,3097,d1668351-15a7-4c93-af24-561ca31dae2d,PENDING,,-,-,-,-
T0009,2025-10-26 14:46:14,CANCELLED,SELL,6553,00,-,-,-,-,-,3100,-,CANCELLED,BOS contradictorio,-,-,-,-
T0010,2025-10-26 14:46:14,REGISTERED,SELL,6563,00,6566,00,6554,75,3,00,8,25,2,75,3128,7551ba1c-632c-4565-b721-6d48bdb241ad,PENDING,,-,-,-,-
T0010,2025-10-26 14:46:14,CANCELLED,SELL,6563,00,-,-,-,-,-,3129,-,CANCELLED,BOS contradictorio,-,-,-,-
T0011,2025-10-26 14:46:15,REGISTERED,SELL,6522,50,6525,50,6513,75,3,00,8,75,2,92,3292,960f1732-7538-420f-828c-0cfaffaabc08,PENDING,,-,-,-,-
T0011,2025-10-26 14:46:15,EXPIRED,SELL,6522,50,-,-,-,-,-,3293,-,EXPIRED,score decayó a 0,45,-,-,-,-
T0012,2025-10-26 14:46:16,REGISTERED,SELL,6525,00,6528,00,6512,50,3,00,12,50,4,17,3710,4facd422-3f63-41a4-b886-f0ade73ce838,PENDING,,-,-,-,-
T0012,2025-10-26 14:46:16,CANCELLED,SELL,6525,00,-,-,-,-,-,3711,-,CANCELLED,BOS contradictorio,-,-,-,-
T0013,2025-10-26 14:46:17,REGISTERED,SELL,6504,25,6514,70,6487,25,10,45,17,00,1,63,3793,1d4d59e0-05c6-4494-8dee-c1faba3a034b,PENDING,,-,-,-,-
T0013,2025-10-26 14:46:17,CANCELLED,SELL,6504,25,-,-,-,-,-,3794,-,CANCELLED,BOS contradictorio,-,-,-,-
T0014,2025-10-26 14:46:17,REGISTERED,SELL,6522,00,6525,45,6518,55,3,45,3,45,1,00,3822,ba35d251-a3cb-4dd5-911e-a6382b672798,PENDING,,-,-,-,-
T0014,2025-10-26 14:46:17,CANCELLED,SELL,6522,00,-,-,-,-,-,3823,-,CANCELLED,BOS contradictorio,-,-,-,-
T0015,2025-10-26 14:46:17,REGISTERED,SELL,6549,00,6553,20,6529,00,4,20,20,00,4,76,3899,faf93403-8c6b-4460-ae46-8d304acd3764,PENDING,,-,-,-,-
T0015,2025-10-26 14:46:17,CANCELLED,SELL,6549,00,-,-,-,-,-,3900,-,CANCELLED,BOS contradictorio,-,-,-,-
T0016,2025-10-26 14:46:17,REGISTERED,SELL,6549,25,6553,20,6512,50,3,95,36,75,9,30,3901,00ca8b1d-7b11-4234-8244-553c98de812b,PENDING,,-,-,-,-
T0016,2025-10-26 14:46:17,CANCELLED,SELL,6549,25,-,-,-,-,-,3902,-,CANCELLED,BOS contradictorio,-,-,-,-
