trade_id,direction,entry,sl,tp,risk_points,reward_points,rr,entry_bar,entry_bar_time,exit_bar,exit_bar_time,status,exit_reason,exit_price,pnl_points,pnl_dollars,structure_id
T0116,BUY,6775.25,6764.05,6790.0,11.2,14.75,1.32,7537,2025-10-22 10:15:00,7559,2025-10-22 15:45:00,SL_HIT,SL,6764.05,-11.2,-56.0,9d02cf65-c048-4f43-9611-aa40e5d557b1
T0117,SELL,6744.25,6756.25,6732.25,12.0,12.0,1.0,7563,2025-10-22 16:45:00,7565,2025-10-22 17:15:00,SL_HIT,SL,6756.25,-12.0,-60.0,a453b265-cb46-4ad0-9364-f24630d1a431
T0118,SELL,6762.25,6776.95,6739.5,14.7,22.75,1.55,7565,2025-10-22 17:15:00,7585,2025-10-22 22:15:00,EXPIRED,estructura no existe,0.0,0.0,0.0,LG_5_20251022_162000_SellSide
T0119,SELL,6736.25,6747.0,6725.5,10.75,10.75,1.0,7601,2025-10-23 03:15:00,7644,2025-10-23 14:00:00,TP_HIT,TP,6725.5,10.75,53.75,LG_5_20251023_025500_BuySide
T0120,SELL,6748.75,6754.75,6738.0,6.0,10.75,1.79,7651,2025-10-23 15:45:00,7654,2025-10-23 16:30:00,SL_HIT,SL,6754.75,-6.0,-30.0,LG_5_20251023_154000_BuySide
T0121,SELL,6741.0,6753.0,6719.75,12.0,21.25,1.77,7654,2025-10-23 16:30:00,7656,2025-10-23 17:00:00,CANCELLED,BOS contradictorio,0.0,0.0,0.0,f6f5bebc-4d2a-409a-a864-e14f0e1262f9
T0122,BUY,6782.0,6776.55,6787.45,5.45,5.45,1.0,7676,2025-10-23 22:00:00,7702,2025-10-24 05:30:00,TP_HIT,TP,6787.45,5.45,27.25,feea8473-f3d8-4b04-9d3d-9c68a124b14c
T0123,BUY,6791.5,6776.55,6806.45,14.95,14.95,1.0,7713,2025-10-24 08:15:00,7739,2025-10-24 14:45:00,TP_HIT,TP,6806.45,14.95,74.75,968643f6-5154-4c43-b7b5-44f36a15f931
T0124,BUY,6824.75,6811.05,6838.45,13.7,13.7,1.0,7748,2025-10-24 17:00:00,7750,2025-10-24 17:30:00,TP_HIT,TP,6838.45,13.7,68.5,3f28eacb-e0dd-49df-9f6d-88a3252f037b
T0125,BUY,6829.75,6815.3,6844.2,14.45,14.45,1.0,7768,2025-10-24 22:00:00,7774,2025-10-26 23:30:00,TP_HIT,TP,6844.2,14.45,72.25,68454bd8-47f0-4ddc-b850-f5b777dcb94b
T0126,BUY,6871.75,6868.5,6897.0,3.25,25.25,7.77,7789,2025-10-27 03:15:00,7855,2025-10-27 19:45:00,TP_HIT,TP,6897.0,25.25,126.25,1d308139-4d21-4a19-b829-2829615f7966
T0127,BUY,6908.0,6893.8,6922.2,14.2,14.2,1.0,7867,2025-10-27 23:45:00,7925,2025-10-28 14:15:00,TP_HIT,TP,6922.2,14.2,71.0,51733942-05e7-466a-904c-fae526c9c77f
T0128,BUY,6916.0,6901.3,6930.7,14.7,14.7,1.0,7927,2025-10-28 14:45:00,N/A,N/A,PENDING,N/A,0.0,0.0,0.0,aa84f747-9f8b-47e0-b787-1cb9cf3d5fe7
